ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
T00052,Citra,3/22/2025,923.31
T00053,Tia,3/23/2025,248.39
T00054,Tia,10/5/2024,489.18
T00055,Citra,4/11/2025,267.85
T00056,Citra,10/9/2024,406.52
T00057,Gina,8/22/2024,540.59
T00058,Hani,2/17/2025,458.74
T00059,Dina,9/11/2024,707.7
T00060,Andi,3/26/2025,220.98
T00061,Fahmi,3/22/2025,370.31
T00062,Andi,11/7/2024,556.25
T00063,Ilham,4/9/2025,431.34
T00064,Ilham,1/23/2025,834.7
T00065,Citra,7/2/2024,888.13
T00066,Fahmi,2/18/2025,373.15
T00067,Tia,2/11/2025,156.99
T00068,Tia,1/11/2025,393.83
T00069,Budi,1/27/2025,601.11
T00070,Ilham,12/1/2024,118.13
T00071,Andi,10/17/2024,19.29
T00072,Gina,4/9/2025,526.47
T00073,Eka,9/3/2024,951.07
T00074,Dina,8/7/2024,333.2
T00075,Ilham,1/31/2025,684.1
T00076,Tia,5/26/2024,853.27
T00077,Eka,1/10/2025,354.73
T00078,Fahmi,5/10/2024,601.39
T00079,Fahmi,12/20/2024,901.41
T00080,Citra,10/18/2024,441.38
T00081,Eka,12/6/2024,859.57
T00082,Ilham,7/19/2024,233.92
T00083,Eka,6/10/2024,435.27
T00084,Dina,12/29/2024,923.74
T00085,Budi,5/9/2024,594.33
T00086,Budi,8/27/2024,727.96
T00087,Budi,2/21/2025,133.01
T00088,Fahmi,9/28/2024,585.99
T00089,Tia,1/9/2025,922.93
T00090,Gina,1/13/2025,749.72
T00091,Citra,7/17/2024,882.26
T00092,Budi,1/22/2025,96.79
T00093,Dina,8/15/2024,912.11
T00094,Fahmi,6/26/2024,60.82
T00095,Andi,5/7/2024,727.82
T00096,Dina,5/4/2025,452.5
T00097,Andi,5/11/2024,555.65
T00098,Hani,10/30/2024,733.14
T00099,Ilham,8/13/2024,211.84
T00100,Ilham,2/6/2025,744.49
T00101,Ilham,6/16/2024,137.84
T00102,Ilham,4/8/2025,638.35
T00103,Dina,12/5/2024,798.58
T00104,Ilham,7/23/2024,39.03
T00105,Ilham,6/20/2024,855.39
T00106,Andi,6/14/2024,748.53
T00107,Andi,11/5/2024,712.98
T00108,Ilham,11/15/2024,245.09
T00109,Andi,9/7/2024,566.11
T00110,Tia,7/28/2024,285.24
T00111,Citra,3/12/2025,280.42
T00112,Ilham,6/2/2024,631.22
T00113,Andi,7/15/2024,973.08
T00114,Gina,1/20/2025,573.55
T00115,Eka,2/15/2025,909.34
T00116,Andi,3/24/2025,421.91
T00117,Gina,3/19/2025,161.0
T00118,Ilham,10/21/2024,427.94
T00119,Andi,4/10/2025,711.8
T00120,Fahmi,11/19/2024,672.96
T00121,Budi,11/14/2024,919.95
T00122,Dina,7/8/2024,561.97
T00123,Dina,4/11/2025,603.26
T00124,Ilham,8/23/2024,956.9
T00125,Fahmi,7/30/2024,681.61
T00126,Tia,9/27/2024,826.7
T00127,Fahmi,9/29/2024,521.26
T00128,Gina,1/27/2025,885.8
T00129,Citra,11/10/2024,733.38
T00130,Gina,5/31/2024,408.25
T00131,Dina,7/1/2024,806.15
T00132,Ilham,11/1/2024,992.84
T00133,Hani,3/18/2025,546.53
T00134,Budi,5/20/2024,190.07
T00135,Andi,7/19/2024,959.95
T00136,Dina,9/18/2024,493.93
T00137,Budi,2/14/2025,430.24
T00138,Fahmi,4/8/2025,225.65
T00139,Tia,12/20/2024,125.02
T00140,Andi,4/1/2025,12.55
T00141,Tia,5/17/2024,456.85
T00142,Citra,7/2/2024,498.69
T00143,Budi,4/14/2025,855.77
T00144,Tia,8/21/2024,465.38
T00145,Eka,8/30/2024,655.59
T00146,Ilham,2/19/2025,329.21
T00147,Gina,1/8/2025,629.54
T00148,Andi,1/28/2025,426.74
T00149,Tia,1/6/2025,368.03
T00150,Tia,4/15/2025,844.97
T00151,Dina,10/26/2024,939.88
T00152,Fahmi,5/16/2024,435.11
T00153,Ilham,6/12/2024,26.21
T00154,Andi,8/10/2024,613.04
T00155,Budi,1/17/2025,536.8
T00156,Tia,10/27/2024,744.17
T00157,Andi,4/28/2025,864.27
T00158,Eka,11/23/2024,652.37
T00159,Gina,12/11/2024,175.13
T00160,Ilham,9/21/2024,509.65
T00161,Tia,4/8/2025,80.51
T00162,Tia,11/1/2024,197.47
T00163,Andi,3/29/2025,368.19
T00164,Citra,1/5/2025,473.49
T00165,Gina,5/8/2024,273.01
T00166,Gina,10/12/2024,788.53
T00167,Budi,8/15/2024,783.85
T00168,Tia,1/15/2025,546.99
T00169,Tia,3/21/2025,143.97
T00170,Tia,8/22/2024,95.89
T00171,Gina,3/10/2025,850.12
T00172,Tia,5/15/2024,328.19
T00173,Ilham,10/16/2024,259.17
T00174,Andi,12/6/2024,34.2
T00175,Citra,11/6/2024,614.1
T00176,Dina,10/26/2024,315.61
T00177,Fahmi,4/28/2025,776.14
T00178,Tia,7/30/2024,939.8
T00179,Hani,10/16/2024,329.53
T00180,Gina,5/29/2024,67.1
T00181,Andi,4/29/2025,740.43
T00182,Citra,10/4/2024,954.39
T00183,Budi,8/30/2024,605.36
T00184,Hani,11/1/2024,954.48
T00185,Andi,1/13/2025,19.63
T00186,Andi,10/21/2024,713.65
T00187,Budi,3/13/2025,383.6
T00188,Ilham,6/19/2024,571.4
T00189,Fahmi,10/3/2024,873.39
T00190,Fahmi,11/19/2024,129.55
T00191,Ilham,6/1/2024,56.9
T00192,Citra,7/1/2024,225.41
T00193,Budi,3/22/2025,643.28
T00194,Fahmi,5/16/2024,994.33
T00195,Gina,11/20/2024,678.76
T00196,Budi,1/28/2025,266.16
T00197,Budi,4/3/2025,973.04
T00198,Citra,8/9/2024,670.58
T00199,Ilham,9/30/2024,978.63
T00200,Dina,6/5/2024,775.58
T00201,Gina,7/7/2024,50.5
T00202,Eka,9/3/2024,806.57
T00203,Citra,11/2/2024,252.05
T00204,Budi,1/14/2025,28.17
T00205,Andi,10/4/2024,175.41
T00206,Dina,11/22/2024,280.22
T00207,Hani,1/28/2025,451.72
T00208,Ilham,10/29/2024,293.58
T00209,Citra,9/6/2024,206.98
T00210,Fahmi,1/14/2025,833.9
T00211,Ilham,6/12/2024,443.17
T00212,Dina,7/30/2024,95.52
T00213,Citra,11/25/2024,618.18
T00214,Citra,10/15/2024,249.11
T00215,Dina,4/11/2025,306.82
T00216,Budi,10/3/2024,960.89
T00217,Ilham,9/27/2024,229.14
T00218,Budi,1/19/2025,116.31
T00219,Eka,5/14/2024,330.63
T00220,Dina,8/13/2024,872.67
T00221,Fahmi,4/23/2025,297.73
T00222,Eka,8/26/2024,106.68
T00223,Tia,4/12/2025,674.18
T00224,Fahmi,4/9/2025,702.29
T00225,Ilham,6/18/2024,588.23
T00226,Fahmi,8/27/2024,881.14
T00227,Hani,5/21/2024,921.93
T00228,Eka,6/29/2024,11.96
T00229,Andi,2/17/2025,82.78
T00230,Citra,8/11/2024,120.28
T00231,Tia,8/7/2024,642.75
T00232,Citra,5/7/2024,527.21
T00233,Hani,4/7/2025,618.13
T00234,Andi,1/15/2025,510.77
T00235,Hani,2/8/2025,118.47
T00236,Budi,2/4/2025,917.26
T00237,Dina,8/30/2024,96.46
T00238,Fahmi,2/14/2025,517.1
T00239,Ilham,11/13/2024,542.16
T00240,Gina,4/28/2025,658.23
T00241,Gina,7/16/2024,354.64
T00242,Andi,2/19/2025,690.16
T00243,Ilham,3/27/2025,603.95
T00244,Gina,4/14/2025,419.58
T00245,Budi,11/16/2024,785.74
T00246,Gina,6/2/2024,140.61
T00247,Budi,7/9/2024,275.18
T00248,Fahmi,2/6/2025,107.81
T00249,Eka,1/1/2025,421.71
T00250,Ilham,11/14/2024,236.86
T00251,Andi,1/24/2025,979.19
T00252,Gina,7/24/2024,362.77
T00253,Budi,7/28/2024,252.87
T00254,Dina,11/8/2024,456.7
T00255,Eka,2/20/2025,312.78
T00256,Fahmi,3/30/2025,83.54
T00257,Hani,3/11/2025,42.45
T00258,Gina,5/16/2024,962.44
T00259,Hani,7/15/2024,27.19
T00260,Hani,4/14/2025,641.65
T00261,Eka,10/22/2024,350.98
T00262,Andi,8/10/2024,801.89
T00263,Fahmi,2/22/2025,417.3
T00264,Citra,7/12/2024,753.8
T00265,Budi,11/5/2024,884.97
T00266,Citra,8/19/2024,328.23
T00267,Gina,12/8/2024,59.59
T00268,Gina,3/27/2025,460.96
T00269,Eka,4/18/2025,512.24
T00270,Ilham,10/7/2024,193.37
T00271,Ilham,10/19/2024,451.94
T00272,Dina,11/15/2024,666.81
T00273,Eka,3/31/2025,415.82
T00274,Eka,1/25/2025,37.61
T00275,Citra,4/10/2025,936.07
T00276,Andi,10/24/2024,897.31
T00277,Tia,5/2/2025,77.69
T00278,Tia,6/13/2024,200.52
T00279,Dina,5/3/2025,282.21
T00280,Tia,10/23/2024,987.79
T00281,Gina,6/15/2024,407.73
T00282,Citra,9/10/2024,782.04
T00283,Budi,2/15/2025,780.6
T00284,Ilham,6/4/2024,102.45
T00285,Tia,6/26/2024,160.62
T00286,Eka,11/22/2024,178.84
T00287,Gina,3/21/2025,350.81
T00288,Fahmi,8/16/2024,268.73
T00289,Eka,1/9/2025,697.36
T00290,Hani,8/12/2024,878.56
T00291,Ilham,6/17/2024,792.96
T00292,Eka,9/8/2024,226.12
T00293,Hani,2/18/2025,948.82
T00294,Ilham,6/22/2024,980.64
T00295,Fahmi,8/18/2024,481.95
T00296,Tia,10/2/2024,174.57
T00297,Citra,12/25/2024,954.89
T00298,Fahmi,1/8/2025,487.09
T00299,Gina,8/18/2024,392.14
T00300,Eka,1/15/2025,591.76
T00301,Dina,12/31/2024,144.35
T00302,Tia,6/6/2024,201.53
T00303,Hani,5/30/2024,25.7
T00304,Gina,6/28/2024,68.39
T00305,Citra,6/19/2024,984.6
T00306,Citra,1/5/2025,51.95
T00307,Hani,4/11/2025,502.46
T00308,Budi,3/26/2025,70.55
T00309,Dina,3/27/2025,263.99
T00310,Gina,1/3/2025,964.79
T00311,Citra,5/9/2024,544.92
T00312,Budi,6/26/2024,911.99
T00313,Gina,3/13/2025,123.3
T00314,Ilham,11/18/2024,639.1
T00315,Fahmi,1/24/2025,202.9
T00316,Dina,3/6/2025,116.77
T00317,Hani,3/4/2025,316.91
T00318,Ilham,7/10/2024,848.57
T00319,Fahmi,7/20/2024,998.37
T00320,Ilham,12/26/2024,983.0
T00321,Hani,10/3/2024,379.28
T00322,Tia,4/12/2025,421.41
T00323,Eka,6/7/2024,948.24
T00324,Hani,10/28/2024,268.29
T00325,Dina,8/10/2024,971.08
T00326,Dina,4/18/2025,577.81
T00327,Hani,10/29/2024,893.65
T00328,Hani,7/9/2024,298.94
T00329,Dina,8/23/2024,325.36
T00330,Hani,5/9/2024,565.79
T00331,Gina,5/1/2025,957.75
T00332,Ilham,1/23/2025,392.36
T00333,Budi,5/4/2025,786.31
T00334,Fahmi,11/29/2024,787.96
T00335,Fahmi,6/1/2024,249.63
T00336,Ilham,8/11/2024,933.07
T00337,Andi,3/24/2025,602.2
T00338,Eka,8/17/2024,320.31
T00339,Gina,6/22/2024,105.8
T00340,Gina,5/30/2024,34.67
T00341,Citra,7/8/2024,434.6
T00342,Fahmi,4/4/2025,327.58
T00343,Hani,7/7/2024,265.36
T00344,Hani,2/14/2025,764.8
T00345,Gina,3/19/2025,343.27
T00346,Andi,9/23/2024,676.32
T00347,Dina,10/7/2024,676.28
T00348,Andi,4/17/2025,23.57
T00349,Hani,1/14/2025,160.06
T00350,Ilham,2/10/2025,866.46
T00351,Gina,7/31/2024,366.89
T00352,Eka,5/28/2024,476.79
T00353,Ilham,3/29/2025,693.31
T00354,Gina,7/4/2024,876.47
T00355,Gina,2/14/2025,858.24
T00356,Fahmi,8/30/2024,418.11
T00357,Tia,5/20/2024,548.0
T00358,Dina,4/15/2025,926.99
T00359,Hani,7/2/2024,243.62
T00360,Citra,1/23/2025,836.65
T00361,Dina,4/1/2025,133.42
T00362,Fahmi,6/2/2024,282.78
T00363,Andi,8/8/2024,93.92
T00364,Hani,5/8/2024,506.05
T00365,Citra,9/4/2024,593.64
T00366,Tia,10/3/2024,741.79
T00367,Eka,12/19/2024,830.63
T00368,Gina,12/9/2024,548.24
T00369,Hani,12/12/2024,197.47
T00370,Eka,3/24/2025,377.19
T00371,Tia,8/23/2024,337.92
T00372,Andi,7/28/2024,773.74
T00373,Citra,8/29/2024,179.39
T00374,Hani,1/18/2025,902.51
T00375,Dina,1/26/2025,633.31
T00376,Citra,4/8/2025,410.74
T00377,Fahmi,5/25/2024,168.37
T00378,Gina,1/17/2025,499.96
T00379,Gina,7/7/2024,244.72
T00380,Eka,3/20/2025,948.83
T00381,Citra,5/7/2024,566.9
T00382,Dina,10/28/2024,637.39
T00383,Tia,11/27/2024,211.39
T00384,Dina,2/26/2025,433.07
T00385,Hani,1/18/2025,756.19
T00386,Andi,3/29/2025,17.5
T00387,Budi,1/22/2025,792.64
T00388,Citra,6/10/2024,132.33
T00389,Citra,5/5/2024,418.64
T00390,Gina,5/7/2024,900.62
T00391,Dina,11/20/2024,495.68
T00392,Citra,2/18/2025,889.6
T00393,Budi,12/31/2024,136.87
T00394,Eka,1/14/2025,393.5
T00395,Gina,8/20/2024,793.65
T00396,Budi,2/7/2025,981.9
T00397,Tia,3/14/2025,240.52
T00398,Fahmi,4/4/2025,439.48
T00399,Eka,2/21/2025,44.48
T00400,Eka,3/30/2025,966.79
T00401,Andi,9/2/2024,464.94
T00402,Hani,7/2/2024,465.6
T00403,Citra,5/9/2024,698.45
T00404,Gina,3/20/2025,778.1
T00405,Hani,3/8/2025,479.48
T00406,Budi,9/7/2024,783.2
T00407,Andi,3/16/2025,748.15
T00408,Ilham,3/8/2025,400.43
T00409,Ilham,10/22/2024,381.07
T00410,Gina,9/27/2024,774.49
T00411,Gina,5/17/2024,10.46
T00412,Ilham,12/11/2024,254.16
T00413,Hani,1/18/2025,799.01
T00414,Gina,8/29/2024,367.4
T00415,Budi,12/18/2024,443.95
T00416,Fahmi,4/1/2025,199.17
T00417,Dina,5/30/2024,958.41
T00418,Budi,10/15/2024,642.62
T00419,Andi,6/29/2024,695.7
T00420,Eka,3/20/2025,207.52
T00421,Dina,7/20/2024,737.17
T00422,Gina,7/8/2024,939.37
T00423,Andi,10/1/2024,240.8
T00424,Ilham,5/23/2024,808.35
T00425,Budi,12/5/2024,523.94
T00426,Hani,4/10/2025,753.71
T00427,Gina,3/16/2025,750.96
T00428,Tia,11/26/2024,344.01
T00429,Fahmi,4/4/2025,285.77
T00430,Citra,8/25/2024,349.42
T00431,Gina,11/17/2024,466.96
T00432,Dina,11/19/2024,678.64
T00433,Dina,7/6/2024,167.93
T00434,Ilham,12/29/2024,416.47
T00435,Eka,2/25/2025,161.28
T00436,Gina,4/24/2025,328.3
T00437,Eka,6/2/2024,891.8
T00438,Fahmi,3/19/2025,735.98
T00439,Hani,9/24/2024,789.92
T00440,Dina,9/12/2024,378.78
T00441,Fahmi,1/6/2025,944.79
T00442,Fahmi,5/2/2025,745.63
T00443,Budi,1/13/2025,162.55
T00444,Fahmi,10/24/2024,667.27
T00445,Ilham,5/14/2024,451.6
T00446,Tia,7/22/2024,628.46
T00447,Andi,5/10/2024,86.91
T00448,Eka,4/13/2025,817.27
T00449,Citra,5/16/2024,733.66
T00450,Gina,10/13/2024,866.06
T00451,Ilham,7/16/2024,691.36
T00452,Budi,1/8/2025,797.38
T00453,Fahmi,6/22/2024,895.01
T00454,Citra,9/6/2024,543.64
T00455,Eka,8/18/2024,670.23
T00456,Tia,8/28/2024,829.77
T00457,Andi,11/3/2024,478.69
T00458,Tia,4/4/2025,337.13
T00459,Budi,11/12/2024,640.06
T00460,Hani,3/23/2025,40.93
T00461,Tia,7/27/2024,287.15
T00462,Fahmi,11/2/2024,580.3
T00463,Ilham,10/31/2024,593.15
T00464,Andi,7/26/2024,692.65
T00465,Tia,2/7/2025,440.6
T00466,Gina,11/27/2024,260.32
T00467,Dina,5/11/2024,518.58
T00468,Dina,9/10/2024,261.02
T00469,Eka,7/2/2024,392.33
T00470,Dina,4/30/2025,710.1
T00471,Hani,11/23/2024,951.92
T00472,Fahmi,4/8/2025,143.87
T00473,Ilham,10/29/2024,539.89
T00474,Gina,10/12/2024,44.92
T00475,Ilham,2/18/2025,32.98
T00476,Tia,3/29/2025,747.02
T00477,Dina,5/28/2024,835.11
T00478,Tia,6/10/2024,691.98
T00479,Dina,9/2/2024,849.99
T00480,Gina,6/5/2024,56.87
T00481,Budi,2/8/2025,78.74
T00482,Dina,6/10/2024,22.03
T00483,Citra,11/26/2024,597.31
T00484,Hani,2/19/2025,497.07
T00485,Ilham,9/6/2024,820.55
T00486,Ilham,3/3/2025,900.81
T00487,Hani,7/13/2024,610.05
T00488,Fahmi,7/19/2024,614.8
T00489,Citra,3/16/2025,641.28
T00490,Gina,10/29/2024,860.25
T00491,Gina,5/17/2024,522.48
T00492,Andi,3/3/2025,823.88
T00493,Tia,1/27/2025,204.62
T00494,Andi,4/26/2025,613.02
T00495,Hani,6/19/2024,450.01
T00496,Fahmi,8/26/2024,419.97
T00497,Eka,9/2/2024,509.63
T00498,Dina,8/10/2024,726.29
T00499,Dina,10/19/2024,659.9
T00500,Gina,8/6/2024,18.77
T00501,Budi,10/21/2024,387.94
T00502,Tia,9/18/2024,741.27
T00503,Dina,2/26/2025,690.42
T00504,Citra,3/24/2025,139.57
T00505,Dina,4/3/2025,309.23
T00506,Gina,3/20/2025,953.71
T00507,Gina,8/27/2024,468.16
T00508,Andi,6/3/2024,640.86
T00509,Eka,6/27/2024,10.72
T00510,Citra,4/6/2025,852.56
T00511,Tia,1/9/2025,458.76
T00512,Tia,4/3/2025,563.55
T00513,Eka,2/23/2025,208.98
T00514,Hani,10/19/2024,817.86
T00515,Gina,12/30/2024,375.8
T00516,Andi,6/19/2024,163.68
T00517,Hani,10/31/2024,480.32
T00518,Eka,10/10/2024,990.1
T00519,Tia,11/20/2024,82.57
T00520,Ilham,10/17/2024,938.37
T00521,Citra,8/2/2024,124.34
T00522,Budi,1/21/2025,348.68
T00523,Citra,8/20/2024,257.95
T00524,Budi,1/11/2025,721.94
T00525,Andi,1/2/2025,978.09
T00526,Budi,12/23/2024,60.44
T00527,Hani,11/11/2024,715.47
T00528,Budi,2/10/2025,488.0
T00529,Citra,4/22/2025,912.27
T00530,Citra,3/16/2025,136.43
T00531,Citra,3/16/2025,345.96
T00532,Gina,2/8/2025,584.59
T00533,Eka,5/28/2024,766.57
T00534,Gina,7/16/2024,380.57
T00535,Hani,5/23/2024,456.99
T00536,Gina,11/1/2024,565.45
T00537,Hani,7/24/2024,105.25
T00538,Andi,1/10/2025,559.83
T00539,Tia,3/15/2025,528.04
T00540,Fahmi,3/31/2025,787.79
T00541,Eka,4/16/2025,873.09
T00542,Citra,8/30/2024,750.36
T00543,Dina,2/1/2025,472.65
T00544,Dina,3/3/2025,994.75
T00545,Fahmi,7/26/2024,266.61
T00546,Fahmi,12/28/2024,623.22
T00547,Fahmi,5/28/2024,660.9
T00548,Dina,2/20/2025,124.54
T00549,Gina,10/22/2024,779.06
T00550,Tia,4/8/2025,168.31
T00551,Fahmi,4/4/2025,309.16
T00552,Dina,3/30/2025,380.64
T00553,Ilham,6/7/2024,95.79
T00554,Gina,11/11/2024,627.61
T00555,Ilham,11/22/2024,112.68
T00556,Budi,6/18/2024,437.59
T00557,Dina,5/28/2024,736.41
T00558,Budi,9/2/2024,739.06
T00559,Dina,3/3/2025,920.76
T00560,Hani,5/9/2024,294.44
T00561,Eka,8/11/2024,313.61
T00562,Hani,2/13/2025,63.9
T00563,Gina,9/18/2024,18.14
T00564,Budi,6/18/2024,146.32
T00565,Tia,1/4/2025,278.03
T00566,Citra,9/6/2024,119.87
T00567,Andi,4/9/2025,242.23
T00568,Citra,7/24/2024,782.91
T00569,Gina,9/21/2024,930.92
T00570,Gina,8/5/2024,552.87
T00571,Andi,2/12/2025,921.63
T00572,Fahmi,7/18/2024,42.44
T00573,Eka,8/30/2024,940.24
T00574,Ilham,8/20/2024,714.72
T00575,Hani,1/30/2025,913.48
T00576,Hani,3/6/2025,738.25
T00577,Budi,7/1/2024,251.76
T00578,Gina,9/25/2024,245.96
T00579,Fahmi,7/11/2024,292.78
T00580,Andi,5/3/2025,972.78
T00581,Hani,3/27/2025,407.22
T00582,Tia,2/11/2025,957.63
T00583,Fahmi,4/6/2025,571.53
T00584,Andi,8/11/2024,982.45
T00585,Eka,8/29/2024,661.98
T00586,Citra,4/14/2025,170.56
T00587,Gina,1/17/2025,536.52
T00588,Hani,9/19/2024,87.21
T00589,Andi,4/16/2025,193.76
T00590,Dina,8/27/2024,857.21
T00591,Eka,11/17/2024,15.92
T00592,Ilham,9/19/2024,736.66
T00593,Eka,2/14/2025,802.48
T00594,Gina,7/12/2024,700.12
T00595,Fahmi,9/10/2024,593.02
T00596,Tia,1/11/2025,767.48
T00597,Hani,12/1/2024,797.71
T00598,Budi,7/16/2024,285.3
T00599,Fahmi,5/13/2024,211.3
T00600,Gina,9/16/2024,325.18
T00601,Citra,11/20/2024,757.42
T00602,Dina,8/22/2024,199.9
T00603,Andi,4/5/2025,667.18
T00604,Dina,2/20/2025,173.85
T00605,Fahmi,12/30/2024,914.26
T00606,Ilham,1/12/2025,966.48
T00607,Andi,8/13/2024,750.76
T00608,Fahmi,11/17/2024,284.96
T00609,Gina,6/15/2024,94.69
T00610,Citra,2/23/2025,909.04
T00611,Andi,12/20/2024,155.18
T00612,Eka,7/21/2024,145.26
T00613,Tia,4/22/2025,288.2
T00614,Citra,12/4/2024,67.07
T00615,Dina,12/12/2024,943.91
T00616,Fahmi,11/28/2024,539.37
T00617,Tia,6/16/2024,996.44
T00618,Citra,4/21/2025,582.92
T00619,Eka,4/18/2025,324.81
T00620,Hani,4/16/2025,819.17
T00621,Dina,9/3/2024,52.6
T00622,Gina,2/15/2025,840.89
T00623,Gina,11/12/2024,265.38
T00624,Tia,10/31/2024,397.12
T00625,Hani,1/10/2025,92.61
T00626,Ilham,7/19/2024,46.54
T00627,Hani,12/13/2024,107.77
T00628,Fahmi,11/20/2024,350.0
T00629,Citra,12/8/2024,540.46
T00630,Citra,12/5/2024,176.44
T00631,Fahmi,9/30/2024,611.47
T00632,Eka,3/4/2025,191.31
T00633,Eka,2/1/2025,306.2
T00634,Hani,8/28/2024,856.09
T00635,Citra,6/20/2024,585.16
T00636,Andi,11/15/2024,570.61
T00637,Gina,9/28/2024,351.71
T00638,Gina,6/20/2024,582.52
T00639,Gina,10/26/2024,437.71
T00640,Andi,4/18/2025,477.94
T00641,Ilham,3/21/2025,600.33
T00642,Budi,8/2/2024,261.69
T00643,Ilham,6/24/2024,311.78
T00644,Dina,4/19/2025,720.32
T00645,Budi,8/28/2024,942.96
T00646,Dina,8/21/2024,242.89
T00647,Andi,6/13/2024,562.65
T00648,Dina,5/16/2024,835.89
T00649,Tia,3/16/2025,484.3
T00650,Dina,2/17/2025,116.39
T00651,Andi,8/25/2024,516.12
T00652,Budi,8/16/2024,242.85
T00653,Gina,5/16/2024,965.33
T00654,Gina,4/22/2025,644.89
T00655,Andi,5/12/2024,561.29
T00656,Eka,2/2/2025,954.32
T00657,Gina,9/12/2024,542.65
T00658,Tia,2/3/2025,815.46
T00659,Tia,6/18/2024,352.72
T00660,Hani,5/5/2024,851.47
T00661,Citra,4/20/2025,42.76
T00662,Tia,1/13/2025,24.6
T00663,Dina,3/31/2025,625.38
T00664,Ilham,5/20/2024,193.59
T00665,Hani,4/11/2025,374.53
T00666,Dina,1/31/2025,342.59
T00667,Eka,8/10/2024,839.34
T00668,Dina,4/18/2025,230.97
T00669,Tia,10/29/2024,87.89
T00670,Budi,11/5/2024,708.16
T00671,Andi,7/10/2024,29.21
T00672,Fahmi,12/16/2024,946.52
T00673,Dina,11/11/2024,25.81
T00674,Ilham,11/24/2024,367.9
T00675,Dina,1/8/2025,126.15
T00676,Fahmi,11/5/2024,95.41
T00677,Dina,2/7/2025,908.37
T00678,Ilham,2/8/2025,837.26
T00679,Gina,9/24/2024,647.13
T00680,Eka,1/17/2025,363.38
T00681,Gina,8/17/2024,561.11
T00682,Ilham,8/28/2024,784.27
T00683,Andi,7/10/2024,361.43
T00684,Eka,3/21/2025,144.12
T00685,Fahmi,10/8/2024,372.25
T00686,Eka,8/22/2024,680.16
T00687,Gina,4/5/2025,564.29
T00688,Citra,1/15/2025,535.8
T00689,Andi,1/15/2025,526.99
T00690,Fahmi,4/18/2025,103.68
T00691,Citra,1/26/2025,181.13
T00692,Ilham,4/13/2025,594.44
T00693,Eka,9/2/2024,981.68
T00694,Budi,7/3/2024,791.23
T00695,Hani,12/24/2024,775.54
T00696,Hani,8/8/2024,593.85
T00697,Hani,12/23/2024,294.53
T00698,Gina,1/1/2025,64.47
T00699,Budi,3/17/2025,57.87
T00700,Budi,4/9/2025,858.43
T00701,Tia,11/25/2024,546.09
T00702,Tia,10/26/2024,13.78
T00703,Gina,5/25/2024,91.55
T00704,Andi,10/12/2024,532.72
T00705,Ilham,3/20/2025,983.74
T00706,Ilham,5/29/2024,30.21
T00707,Budi,8/29/2024,894.15
T00708,Fahmi,7/23/2024,271.98
T00709,Tia,7/8/2024,872.83
T00710,Budi,1/19/2025,140.54
T00711,Gina,8/15/2024,538.95
T00712,Eka,12/20/2024,917.61
T00713,Tia,8/5/2024,785.84
T00714,Citra,6/18/2024,795.56
T00715,Ilham,6/23/2024,919.54
T00716,Ilham,3/31/2025,254.02
T00717,Tia,7/27/2024,55.93
T00718,Fahmi,10/10/2024,442.76
T00719,Citra,8/20/2024,902.16
T00720,Hani,1/21/2025,166.94
